country,locality,yearCollected,eventID,principalInvestigator,samplingProtocol,sampleCollectionDeviceEvent,collectorList,continentOcean,municipality,county,dayCollected,locationID,locationRemarks,decimalLatitude,decimalLongitude,decimalLatitudeEnd,decimalLongitudeEnd,depthOfBottomInMeters,eventEnteredBy,habitat,environmentalMedium,horizontalDatum,island,islandGroup,waterBody,landowner,verbatimLocality,maximumDepthInMeters,maximumElevationInMeters,verbatimElevation,verbatimEventDate,coordinateUncertaintyInMeters,coordinatePrecision,georeferenceProtocol,microHabitat,minimumDepthInMeters,verbatimDepth,minimumElevationInMeters,monthCollected,permitInformation,eventRemarks,stateProvince,taxTeam,timeOfDay,verbatimLatitude,verbatimLongitude,fundingSource,fieldNotes,substratum,earliestEonOrLowestEonothem,latestEonOrHighestEonotheme,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,geologicalContextID,latestChronometricAge,latestChronometricAgeReferenceSystem,earliestChronometricAge,earliestChronometricAgeReferenceSystem,chronometricAgeID,chronometricAgeProtocol,chronometricAgeUncertaintyMethod,chronometricAgeUncertaintyInYears,verbatimChronometricAge,materialDated,uncalibratedChronometricAge,chronometricAgeDeterminedBy,lithostratigraphicTerms,group,formation,member,bed,culturalContext,culturalOccupationPeriod,culturalRegions,culturalAffiliations,waterTemperatureInDegreesCelsius,waterSurfaceTemperatureInDegreesCelsius,bcid,expeditionCode,projectId
Australia,Ningaloo Marine Park,2009,5b96259a24a7bd8ede9bee5d94bbfd7e,Cynthia Riginos,tissue,,Treml/Riginos,,,,11,,,-23.17458333,113.76485,,,,,,,,,,,,,2,,,,,,GPS,,2,,,6,SF006619/CE002227; WA-DEC,,Western Australia,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BXE25b96259a24a7bd8ede9bee5d94bbfd7e,trispp_COI_all,1
USA,East of Port Allen,2008,5b97ec817792132e1d594e81c0ab80d3,Matthew Iacchei,small piece of antenna or leg is broken off,,"""Matt Iacchei, George Thompson, Terry Buholm, John Fitzpatrick """,,,,15,,,21.88484333,-159.5368133,,,,,coral reef,,,Kauai,Hawaiian Archipelago,,,,20,,,,,,GPS,,15,,,4,DLNR SAP #2008-99,,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BRv25b97ec817792132e1d594e81c0ab80d3,Panpen_COI_MI,1
Indonesia,"""Kukusan Waiciciu, Flores""",2005,5b9f3acd18b5c0ff97db0d7eab9f43d8,Paul Barber,small clip of mantle taken with scissors,,,,,,26,,,-8.549383623,119.8041167,,,,,Coral Reef,,,,,,,,,,,,500,,GPS,,,,,7,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BXE25b9f3acd18b5c0ff97db0d7eab9f43d8,trispp_COI_all,1
Indonesia,"""Nampale, Misool, Raja Ampat""",Unknown,5bc29e91967f39e3da6970a49cc574fa,Paul Barber,,,,,,,,,,-1.804685,129.65886,,,,,Coral Reef,,,,,,,,20,,,,10000,,Google Maps,,0,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BFa25bc29e91967f39e3da6970a49cc574fa,caecun_CR_PB,1
Indonesia,"Gili Trawagan, Lombok",2006,5c221b737e1e245469a784ecb867e6ba,P. H. Barber,,,,,,,2,,,-8.332349,116.038997,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,"1187/SU/KS/2006, 04239/ SU.3/KS/2061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ25c221b737e1e245469a784ecb867e6ba,ctPIRE-Ccun-mtDNA,453
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BDU25c322c62818550f3786108fccfd65f57,acanigrof_CO1_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BDa25c322c62818550f3786108fccfd65f57,acanigrof_CyB_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BGd25c322c62818550f3786108fccfd65f57,ceparg_CO1_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BGj25c322c62818550f3786108fccfd65f57,ceparg_CyB_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BGv25c322c62818550f3786108fccfd65f57,chaaur_CO1_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BHB25c322c62818550f3786108fccfd65f57,chaaur_CyB_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BLa25c322c62818550f3786108fccfd65f57,halhor_CO1_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BLm25c322c62818550f3786108fccfd65f57,halhor_CyB_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPp25c322c62818550f3786108fccfd65f57,lutkas_CO1_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPv25c322c62818550f3786108fccfd65f57,lutkas_CyB_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BRK25c322c62818550f3786108fccfd65f57,neosam_CO1_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BRR25c322c62818550f3786108fccfd65f57,neosam_CyB_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BUB25c322c62818550f3786108fccfd65f57,pygdia_CO1_JD,1
Saudi Arabia,Al_Lith,2011,5c322c62818550f3786108fccfd65f57,Michael Berumen,,,,,,,,,,19.872261,40.107489,,,,,,,,,,,,,,,,,,,GPS,,,,,,SaudiFishandWildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BUH25c322c62818550f3786108fccfd65f57,pygdia_CyB_JD,1
Philippines,Caban,2010,5c3fb64a95783bea972b658a04e349f4,Kazuo Nadaoka,tube feet wre taken with tweezers,,Coralie Taquet,,,,,,,13.68535833,120.8397556,,,,,Coral Reef,,,Verde Island,Verde Island Passage,,,,,,,,5000,,Google Maps,,,,,12,AllPermitInfoAvailable in working files Coralie TAQUET-folderInNadaokaLab,,,,,,,"the Global Environment Research Fund (D-0802) of the Ministry of the Environment, Grant-in-Aid-for Research Fellows (No. 2002547) of JSPS (The Japan Society for the Promotion of Science)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJN25c3fb64a95783bea972b658a04e349f4,culnov_CO1_ec,1
Indonesia,Bunaken-Liang Beach,2005,5c5686ab6270150d965f3852b3198ca3,Paul Barber,,,Benita Chick,,,,,,,1.618368,124.764731,,,,,Seagrass,,,,,,,,20,,,,1000,,,,0,,,,"""LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006""",,,,,,,NSF DEB-0338566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BNH25c5686ab6270150d965f3852b3198ca3,holatr_CO1_bc,1
USA,Hawaii -- Lanai,2003,5c5ac262c4d8a60b2bd9a9faf86741e2,Kimberly Andrews,,,,,,,,,,20.77855,-156.8043333,,,,,,,,Lanai,,,,,,,,,,,GPS,,,,,,"""NMFS permits, state permits, & CITES permits""",,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVj25c5ac262c4d8a60b2bd9a9faf86741e2,stelon_CR_ka,1
USA,Hawaii -- Lanai,2003,5c5ac262c4d8a60b2bd9a9faf86741e2,Kimberly Andrews,,,,,,,,,,20.77855,-156.8043333,,,,,,,,Lanai,,,,,,,,,,,GPS,,,,,,"""NMFS permits, state permits, & CITES permits""",,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVp25c5ac262c4d8a60b2bd9a9faf86741e2,stelon_CyB_ka,1
Indonesia,Nudi Retreat,2005,5c5fe6614a8d12077f5c3324cade93f6,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,7,,,1.483349929,125.2401333,,,,,,,,Sulawesi,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd25c5fe6614a8d12077f5c3324cade93f6,linlae_COI_EC,1
Indonesia,Siau,2005,5c60522dc9370c40e6bef1eb6e4ec165,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,24,,,2.754216667,125.3644667,,,,,,,,Siau,Sangihe,,,,20,,,,500,,GPS,,0,,,7,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0339030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd25c60522dc9370c40e6bef1eb6e4ec165,linlae_COI_EC,1
Indonesia,"Biak Fish Market, Biak, Papua",2005,5c6fe9c8b5527026cc219a2de10fe46b,P. H. Barber,,,,,,,19,,,-1.192535,136.037464,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,"1187/SU/KS/2006, 04239/ SU.3/KS/2134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ25c6fe9c8b5527026cc219a2de10fe46b,ctPIRE-Ccun-mtDNA,453
Indonesia,"Biak Fish Market, Biak, Papua",2005,5c7abe58d1c1eb0330ca67f71bf3e11c,P. H. Barber,,,,,,,19,,,-1.192535,136.037464,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,"1187/SU/KS/2006, 04239/ SU.3/KS/2143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ25c7abe58d1c1eb0330ca67f71bf3e11c,ctPIRE-Ccun-mtDNA,453
Indonesia,"Jimbaran Fish Market, Bali",2010,5c83bbc485ef4ba4d3954a2013ee4814,P. H. Barber,,,,,,,21,,,-8.741076,115.145632,,,,,,,,,,,,,,,,,20000,,approximated from Google Maps,,,,,,0119/FRPSM/VI/2040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/EAZ25c83bbc485ef4ba4d3954a2013ee4814,ctPIRE-Ccun-mtDNA,453
Indonesia,West Tip of Serui,2005,5ca606cdfc668b605a953055fa559696,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,6,,,-1.905283366,136.2275333,,,,,,,,Yapen,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd25ca606cdfc668b605a953055fa559696,linlae_COI_EC,1
Indonesia,Malalayan,2010,5cbf8ffd613007b7a2d04a0fbf5efc16,Kazuo Nadaoka,tube feet wre taken with tweezers,,Coralie Taquet,,,,,,,1.70405,124.8548889,,,,,Coral Reef,,,,,,,,,,,,5000,,Google Maps,,,,,2,AllPermitInfoAvailable in working files Coralie TAQUET-folderInNadaokaLab,,,,,,,"the Global Environment Research Fund (D-0802) of the Ministry of the Environment, Grant-in-Aid-for Research Fellows (No. 2002519) of JSPS (The Japan Society for the Promotion of Science)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJN25cbf8ffd613007b7a2d04a0fbf5efc16,culnov_CO1_ec,1
Australia,Lizard Island,2009,5cd1e67e141a6ea65202cd937236e97a,Cynthia Riginos,tissue,,Treml/Mirams/Aguirre,,,,12,,,-14.7015,145.4511333,,,,,,,,,,,,,,,,,,,GPS,,,,,4,G09/281114.1 & 118636; GBRMPA & QLD Fisheries,,Great Barrier Reef,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BWy25cd1e67e141a6ea65202cd937236e97a,trispp_16S_all,1
Australia,Lizard Island,2009,5cd1e67e141a6ea65202cd937236e97a,Cynthia Riginos,tissue,,Treml/Mirams/Aguirre,,,,12,,,-14.7015,145.4511333,,,,,,,,,,,,,,,,,,,GPS,,,,,4,G09/281114.1 & 118636; GBRMPA & QLD Fisheries,,Great Barrier Reef,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BXE25cd1e67e141a6ea65202cd937236e97a,trispp_COI_all,1
Indonesia,Siau,2005,5cf4a49c46d163e7090a932a95d3f46e,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,24,,,2.754216667,125.3644667,,,,,,,,Siau,Sangihe,,,,20,,,,500,,GPS,,0,,,7,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0339032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd25cf4a49c46d163e7090a932a95d3f46e,linlae_COI_EC,1
Indonesia,Kri,2005,5d0729a86e7fba440932cfa1ec710da4,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,15,,,-0.5564,130.6780167,,,,,,,,Kri,Raja_Ampat,,,,20,,,,500,,GPS,,0,,,1,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0339099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd25d0729a86e7fba440932cfa1ec710da4,linlae_COI_EC,1
Australia,Ashmore Reef,2009,5d19d522d23b42c689a7f0098c94c663,Cynthia Riginos,tissue,,Liggins,,,,12,,,-12.30718333,122.9852167,,,,,,,,,,,,,4,,,,,,GPS,,4,,,5,"""AU-COM2010104; Department of Environment, Water, Heritage and Arts""","""photo, whole fish kept""",Western Australia,,,,,ARC_DP0878306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BTK25d19d522d23b42c689a7f0098c94c663,pomcoe_CR_ll,1
Indonesia,Murex Resort,2005,5d5484b07d2f757163c059a3ae5750f3,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,4,,,1.4572,124.76225,,,,,,,,Sulawesi,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd25d5484b07d2f757163c059a3ae5750f3,linlae_COI_EC,1
USA,Guam,2010,5d64716b6d860b6386d7fd2e908b8999,JP_Hobbs,,,,,,,,,,13.424644,144.795574,,,,,,,,Guam,,,,,,,,,10,,Google_Earth,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BXn25d64716b6d860b6386d7fd2e908b8999,Centropyge_Cytb_DiBattista2016,1
Indonesia,Sebuku2,2005,5d742365fb434e9098db44f4754f222a,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,27,,,-5.891516661,105.5022167,,,,,,,,Krakatau,Krakatau,,,,20,,,,500,,GPS,,0,,,3,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd25d742365fb434e9098db44f4754f222a,linlae_COI_EC,1
Indonesia,Timor Sea,2008,5d7bb92b9319de8eda0082e2d4baf386,Kimberly Andrews,,,,,,,,,,1.3,118.75,,,,,,,,,,,,,,,,,,,GPS,,,,,,"""NMFS permits, state permits, & CITES permits""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVj25d7bb92b9319de8eda0082e2d4baf386,stelon_CR_ka,1
Indonesia,Timor Sea,2008,5d7bb92b9319de8eda0082e2d4baf386,Kimberly Andrews,,,,,,,,,,1.3,118.75,,,,,,,,,,,,,,,,,,,GPS,,,,,,"""NMFS permits, state permits, & CITES permits""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVp25d7bb92b9319de8eda0082e2d4baf386,stelon_CyB_ka,1
Indonesia,Semak Daun,2005,5d982d1d3bed6c250792a58c7f2ec097,Paul Barber,small clip of mantle taken with scissors,,,,,,30,,,-5.800739709,106.5638889,,,,,Coral Reef,,,,,,,,,,,,500,,GPS,,,,,3,LIPI 1187/SU/KS/2006 and 04239/SU.3/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BXE25d982d1d3bed6c250792a58c7f2ec097,trispp_COI_all,1
Indonesia,Pramuka,2005,5d9b787726439fc52092b22218156d07,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,29,,,-5.746116667,106.5918833,,,,,,,,Pramuka,Pulau_Seribu,,,,20,,,,500,,GPS,,0,,,3,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd25d9b787726439fc52092b22218156d07,linlae_COI_EC,1
Indonesia,Murex Resort 2,2005,5da7706e82d1d19ab0566f259c9132f6,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,8,,,1.735866694,125.14915,,,,,,,,Bangka,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd25da7706e82d1d19ab0566f259c9132f6,linlae_COI_EC,1
Indonesia,Donggala,1999,5daa85c2f44c26ace7c16c675d523838,Paul Barber,,,,,,,,,,-0.646862,119.740295,,,,,,,,Sulawesi,,,,,,,,,500,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2053,,Central Sulawesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BNg25daa85c2f44c26ace7c16c675d523838,Hopsai_COI_PB,1
Indonesia,Nudi Retreat,2005,5dac1a41fdc620495424244286b0d16b,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,7,,,1.483349929,125.2401333,,,,,,,,Sulawesi,,,,,20,,,,500,,GPS,,0,,,4,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd25dac1a41fdc620495424244286b0d16b,linlae_COI_EC,1
Indonesia,Derawan,2010,5dc173c754458ef2803f3002354c0b41,Kazuo Nadaoka,tube feet wre taken with tweezers,,Coralie Taquet,,,,,,,2.207419444,118.6258194,,,,,Coral Reef,,,,,,,,,,,,5000,,Google Maps,,,,,2,AllPermitInfoAvailable in working files Coralie TAQUET-folderInNadaokaLab,,,,,,,"the Global Environment Research Fund (D-0802) of the Ministry of the Environment, Grant-in-Aid-for Research Fellows (No. 2002558) of JSPS (The Japan Society for the Promotion of Science)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJN25dc173c754458ef2803f3002354c0b41,culnov_CO1_ec,1
Indonesia,Kofiau,2003,5dc6f25e37511fe390cf1faa44ec249d,Paul Barber,,,,,,,,,,-1.161861,129.895439,,,,,,,,Kofiau,,,,,,,,,25000,,Approximated from Google Maps,,,,,,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2166,,West Papua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BVE25dc6f25e37511fe390cf1faa44ec249d,Sialae_COI_PB,1
USA,STET,2013,5de13dedcecb618bd69efcafb62bedea,James Derek Hogan,,,,,,,2,,,27.54,-94.17,,,,,,,,,,,,,,,,,,,GPS,,,,,7,FGBNMS-2014-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BYD25de13dedcecb618bd69efcafb62bedea,P_volitans_GulfofMexico_mtDNA,1
Palau,Tabkukau,2010,5dfdb382fc19de9bcdc8c3a93e1628c2,Kazuo Nadaoka,tube feet wre taken with tweezers,,Coralie Taquet,,,,6,,,7.314552778,134.5341806,,,,,Coral Reef,,,,,,,,,,,,10000,,Google Maps,,,,,12,RE-10-45,,,,,,,"the Global Environment Research Fund (D-0802) of the Ministry of the Environment, Grant-in-Aid-for Research Fellows (No. 2002679) of JSPS (The Japan Society for the Promotion of Science)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BJN25dfdb382fc19de9bcdc8c3a93e1628c2,culnov_CO1_ec,1
Indonesia,Kararorika,2005,5dfde001c2200d4f917c7d33b07b5d81,Paul Barber,Small ~2cm clip of arm taken with shears. Tube feet extracted.,,Eric Crandall,,,,28,,,2.103916675,127.7863833,,,,,,,,Halmahera,,,,,20,,,,500,,GPS,,0,,,5,LIPI 1187/SU/KS/2006 and 04239/SU.3/KS/2006,,,,,,,NSF OCE-0349177; NSF DEB-0338948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BPd25dfde001c2200d4f917c7d33b07b5d81,linlae_COI_EC,1
Fiji,Naigani,2009,5e0e3b1dabe7681365db2d5acb2dee4d,Cynthia Riginos,tissue,,Treml,,,,19,,,-17.58575,178.6788,,,,,,,,,,,,,7,,,,,,GPS,,7,,,8,Ministry of Primary Industries Fisheries Department permit: C564/2009,no photo,Viti Levu,,,,,ARC_DP0878306,889-1 ID?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/BLg25e0e3b1dabe7681365db2d5acb2dee4d,halhor_CR_ll,1
France,Bay of Biscay,2018,5e109e40a295e53b626875d7b42ecc60,Pierre-Alexandre GAGNAIRE,Fishmarket,,Gagnaire|Barry,North-East Atlantic Ocean,Saint-Jean-de-Luz,,13,Ga,Criée de Saint-Jean-de-Luz,43.38510,-1.66494,,,,PAG,marine pelagic biome,,,,,,,,,,,,100000,,,NA,,,,12,NA,,,,,,,ANR-17-CE02-0006-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dhs25e109e40a295e53b626875d7b42ecc60,CoGeDiv_Genetic_Diversity_Barry_et_al_2021,357
